encoding,temperature_side,n_tielines,n_system_temperature_groups,mae,rmse,r2,mae_extract,mae_raffinate,group_balanced_mae
inverse,below,222,24,0.08919787602161768,0.13055749456003485,0.8222871805541561,0.09652517783922611,0.08187057420400926,0.08457914426901364
inverse,above,490,48,0.08863337720157731,0.14862934061244096,0.8121290593034023,0.07229440039945675,0.10497235400369787,0.08756237876841026
