encoding,best_epoch,elapsed_seconds,interpolation_mae,interpolation_rmse,interpolation_r2,interpolation_mae_extract,interpolation_mae_raffinate,interpolation_group_balanced_mae,extrapolation_mae,extrapolation_rmse,extrapolation_r2,extrapolation_mae_extract,extrapolation_mae_raffinate,extrapolation_group_balanced_mae
linear_quadratic,60,375.26852410000004,0.0862331507125771,0.13673598181552038,0.8357957412707242,0.0766969231105934,0.0957693783145608,0.08618473559291061,0.08719894155836791,0.13679041845747245,0.8311648981429245,0.07877527519229241,0.09562260792444341,0.08600548175667923
inverse,60,385.7286913,0.08657485831037076,0.13701644700467328,0.8351214372706683,0.07727191134305593,0.0958778052776856,0.08647082813734518,0.08740295068411613,0.13697843275643348,0.830700461688159,0.07923711079185067,0.0955687905763816,0.08613728699993627
