LLE system NO.,Model,Component 1,Component 1 SMILES,Component 2,Component 2 SMILES,Component 3,Component 3 SMILES,T/K,P/kPa,Ex1,Ex2,Ex3,Rx1,Rx2,Rx3
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.3181,0.3638,0.3181,0.3181,0.3638,0.3181
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.3137,0.3726,0.3137,0.3137,0.3726,0.3137
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.3093,0.3815,0.3093,0.3093,0.3815,0.3093
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.3048,0.3903,0.3048,0.3048,0.3903,0.3048
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.3004,0.3992,0.3004,0.3004,0.3992,0.3004
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.296,0.408,0.296,0.296,0.408,0.296
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2916,0.4169,0.2916,0.2916,0.4169,0.2916
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2871,0.4257,0.2871,0.2871,0.4257,0.2871
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2827,0.4346,0.2827,0.2827,0.4346,0.2827
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2783,0.4434,0.2783,0.2783,0.4434,0.2783
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2739,0.4523,0.2739,0.2739,0.4523,0.2739
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2694,0.4611,0.2694,0.2694,0.4611,0.2694
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.265,0.4699,0.265,0.265,0.4699,0.265
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2606,0.4788,0.2606,0.2606,0.4788,0.2606
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2562,0.4876,0.2562,0.2562,0.4876,0.2562
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2518,0.4965,0.2518,0.2518,0.4965,0.2518
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2473,0.5053,0.2473,0.2473,0.5053,0.2473
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2429,0.5142,0.2429,0.2429,0.5142,0.2429
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2385,0.523,0.2385,0.2385,0.523,0.2385
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2341,0.5319,0.2341,0.2341,0.5319,0.2341
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2296,0.5407,0.2296,0.2296,0.5407,0.2296
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2252,0.5496,0.2252,0.2252,0.5496,0.2252
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2208,0.5584,0.2208,0.2208,0.5584,0.2208
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2164,0.5673,0.2164,0.2164,0.5673,0.2164
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2119,0.5761,0.2119,0.2119,0.5761,0.2119
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2075,0.585,0.2075,0.2075,0.585,0.2075
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.2031,0.5938,0.2031,0.2031,0.5938,0.2031
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1987,0.6027,0.1987,0.1987,0.6027,0.1987
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1942,0.6115,0.1942,0.1942,0.6115,0.1942
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1898,0.6204,0.1898,0.1898,0.6204,0.1898
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1854,0.6292,0.1854,0.1854,0.6292,0.1854
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.181,0.6381,0.181,0.181,0.6381,0.181
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1765,0.6469,0.1765,0.1765,0.6469,0.1765
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1721,0.6558,0.1721,0.1721,0.6558,0.1721
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1677,0.6646,0.1677,0.1677,0.6646,0.1677
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1633,0.6735,0.1633,0.1633,0.6735,0.1633
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1588,0.6823,0.1588,0.1588,0.6823,0.1588
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.1544,0.6912,0.1544,0.1544,0.6912,0.1544
2,UNIFAC,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.15,0.7,0.15,0.15,0.7,0.15
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0574741,0.0631814,0.8793445,0.8679739,0.1033705,0.0286556
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0582774,0.0963815,0.8453412,0.8078878,0.1590145,0.0330977
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0594445,0.1315903,0.8089652,0.7430733,0.2181068,0.03882
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0610996,0.1698812,0.7690192,0.6721006,0.2814163,0.0464831
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.063479,0.2129848,0.7235363,0.5928231,0.349859,0.0573179
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0734699,0.3308219,0.5957082,0.3916955,0.5048065,0.103498
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0912393,0.4420698,0.4666908,0.2420686,0.5785845,0.1793469
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0799392,0.3806327,0.5394281,0.3189084,0.5483683,0.1327233
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0699159,0.2964219,0.6336622,0.4468571,0.4661119,0.0870309
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0640061,0.2213367,0.7146572,0.5776492,0.3626158,0.059735
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0601394,0.1488436,0.7910171,0.711103,0.246828,0.042069
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0577445,0.0757716,0.8664839,0.8453381,0.1244189,0.030243
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0567293,0.0,0.9432707,0.9778045,0.0,0.0221955
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0596854,0.1378105,0.8025041,0.7315555,0.2284898,0.0399548
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0612939,0.1738039,0.7649022,0.6648445,0.2877917,0.0473638
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0629719,0.2046164,0.7324117,0.6080975,0.3368953,0.0550072
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0646292,0.2307351,0.7046356,0.5606959,0.3767179,0.0625862
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0662158,0.252817,0.6809671,0.5214152,0.4087023,0.0698825
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.067708,0.2715351,0.6607569,0.4888756,0.434359,0.0767654
2,COSMO-RS,n-Heptane,CCCCCCC,Toluene,Cc1ccccc1,Sulfolane,O=S1(=O)CCCC1,348.15,101.325,0.0690888,0.2874688,0.6434424,0.4617828,0.4550282,0.083189
