system_id,T_K,component_1,component_2,component_3,n_tie_lines,mae_x,rmse_x,p95_abs_error,max_abs_error,curve_r2,nrmse_envelope,shape_spearman,mean_endpoint_error_E,mean_endpoint_error_R,hausdorff_E,hausdorff_R,median_tie_angle_deg,p90_tie_angle_deg,fraction_angle_le_15,fraction_angle_le_30,fraction_angle_le_45,n_angle_tie_lines,median_true_tie_length,composition_tolerance,experimental_uncertainty_available,category,category_cn,classification_reason
518,298.15,[C4MIm][SCN],Thiophene,n-Hexane,9,0.043368691210148136,0.06678049584101957,0.16746045999999995,0.17143256,0.6086823838367221,0.6255538475329506,1.0,0.04424298903891593,0.0848719723714902,0.06094615319970221,0.17130302725580074,1.587843095175752,7.292519906942878,1.0,1.0,1.0,9,0.8390107269874444,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
449,298.15,[C4MIm][SCN],thiophene,n-hexane,9,0.04375122909762963,0.06726821825480388,0.16854896,0.17167146,0.6025352702595774,0.6304480388901392,1.0,0.044898569311890395,0.08534970684191585,0.062206077814664855,0.1715422463256174,1.5622615582073047,7.300143158268532,1.0,1.0,1.0,9,0.8390107269874444,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
818,298.15,[C4MIm][BF4],methanol,tert-butylmethyl ether,7,0.054948455478571426,0.06835133407719837,0.13714604474999992,0.16701089999999996,0.729178178446753,0.520405439588449,1.0,0.09023088410446087,0.06023624861560908,0.154580859634563,0.10531333507410927,4.056101436104035,17.424223817790192,0.8571428571428571,1.0,1.0,7,0.3695984307325992,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
743,323.2,[C4MPyr][NTf2],2-propanol,water,8,0.058477267225,0.07064228399974824,0.124524535,0.14019167,0.6308045530732236,0.6076145545712153,0.9940297973880048,0.09866395541521103,0.06254732421180101,0.12736591799763886,0.10216303888870422,0.9408197173057016,6.808385962294436,1.0,1.0,1.0,8,0.462823352331481,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
164,313.2,[C4MIm][C(CN)3],toluene,n-heptane,11,0.05427724732860606,0.07367078599978887,0.14582276249999998,0.16387722,0.8588367417020719,0.37571699229330596,1.0,0.0665933606095933,0.09398608588715951,0.08839154364262447,0.11366522223081617,2.848999687190833,13.77138424947495,1.0,1.0,1.0,11,0.7165921085247868,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
668,298.15,[(C8H17OCH2)2Im][BF4],ethanol,n-hexane,6,0.06153190340333333,0.07397466335638672,0.12273465999999997,0.14470203999999998,0.11671934177462173,0.9398301220036408,1.0,0.08285154184348471,0.08981499222366757,0.08632308857167266,0.10619522373084579,7.755856039109931,10.376824098079029,1.0,1.0,1.0,6,0.7890176571339402,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
849,303.15,[C2MIm][EtSO4],water,di-iso-propyl ether,10,0.046132582349614,0.07692133267106792,0.17012548549999998,0.18544245999999998,0.6585395620551104,0.5843461627707411,0.9999999999999999,0.12514966985617718,0.009444527953294816,0.13313494554470054,0.006309980609750254,8.608874769966052,10.852829569074878,1.0,1.0,1.0,10,0.874187711319665,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
28,313.2,[OH-C2MIm][NTf2],benzene,n-heptane,9,0.052402883945185184,0.0770039658021545,0.1556986565,0.21865912999999998,0.7956788426240926,0.4520189789996736,1.0,0.043439686243696214,0.10823519890343967,0.06271713050015537,0.06552264275793213,7.873647400685165,13.059981686658618,0.8888888888888888,1.0,1.0,9,0.49092227490713847,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
423,298.15,[C8MIm][NTf2],thiophene,n-dodecane,13,0.05533892547179487,0.07948169645090784,0.15522249599999993,0.26581325,0.8680291257617825,0.3632779572699362,1.0,0.11828357519559408,0.03816973761096213,0.26120553089512655,0.06155303831321076,5.5653460394442025,15.328265179463353,0.8461538461538461,1.0,1.0,13,0.42768797037092354,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
828,298.15,[C2MIm][EtSO4],ethanol,tert-amylethyl ether,12,0.06760952196972221,0.08338897393533061,0.153651547,0.19135007999999998,0.7413350859537302,0.5085911069280211,1.0,0.11546646022525198,0.07070011277572469,0.10038619146208294,0.09809640674627994,3.9858875957575934,6.621641060809166,1.0,1.0,1.0,12,0.8128868812629084,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
525,298.15,[C2MIm][DEP],thiophene,toluene,8,0.06798652948333334,0.08604727841211952,0.15318201650000002,0.20172786999999992,0.816117837298426,0.42881483498308925,1.0,0.13546785924630206,0.053742515262978394,0.1831685594379092,0.10355209601648775,3.7338112119160853,4.309945086825801,1.0,1.0,1.0,8,0.320165008419508,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
301,298.15,[C2MPy][EtSO4],ethylbenzene,n-hexane,7,0.05334466564688095,0.08606614891356634,0.199197585,0.21545464000000003,0.4463496655620468,0.7440768336925652,1.0,0.03401086686408825,0.12393523768203225,0.04435065025605627,0.21538600284036005,7.500047496249878,13.309429711443823,1.0,1.0,1.0,7,0.8626082501973303,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
610,298.15,[C6MIm][NTf2],cyclohexane,n-heptane,9,0.058818858514092597,0.08861575166533789,0.22612112550000002,0.23149721,0.6227658452717441,0.6141939064564674,1.0,0.05102709181173244,0.12148459358101306,0.059249858187713215,0.1655704107130414,9.159184963091825,14.595169265293995,0.8888888888888888,1.0,1.0,9,0.8465476950532675,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
254,348.2,[C4MIm][MeSO4],toluene,n-heptane,11,0.05434813069954546,0.09498277237402536,0.23100309500000005,0.27121434,0.7659847082749209,0.48375127051520905,1.0,0.026841633144994683,0.1346182144630143,0.04370856638370342,0.08568552499561685,9.66654074155637,17.404071862288745,0.7272727272727273,1.0,1.0,11,0.8136301231863285,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
542,298.15,[C2MIm][SCN],pyridine,n-heptane,7,0.06461509432211905,0.09805226207348122,0.21014124999999995,0.2507207,0.5720557288247183,0.6541744959682252,0.9821428571428572,0.057423873708314775,0.13248943007477054,0.13678992251254798,0.14667765450988945,12.023582470955125,18.132249708857525,0.7142857142857143,1.0,1.0,7,0.7671546975675765,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
748,278.15,[C10MIm][NTf2],2-propanol,water,8,0.06749397530625001,0.09885624162805125,0.18780735300000004,0.21348226,0.43252068085533735,0.7533122321751207,0.9166666666666667,0.16973725323625052,0.014318539021527434,0.1744188112959437,0.031058531450500037,1.256607421810018,2.6862610951775765,1.0,1.0,1.0,8,0.5992481480880357,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
26,298.15,[C2MPy][NTf2],toluene,n-heptane,10,0.06823156866000003,0.09942682329666398,0.1986230015,0.347387,0.7734004664907353,0.47602471943089747,0.9999999999999999,0.07689167560279707,0.11910468735987134,0.15009865424653168,0.34693964860101184,4.591852619277572,23.126285358527134,0.8,0.9,0.9,10,0.6060096771008856,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
847,298.15,[C2MIm][EtSO4],water,tert-butylethyl ether,11,0.049820491766622725,0.09950944535056035,0.25555838999999997,0.3211417,0.7213747018447975,0.5278496927679343,0.9545454545454546,0.13734784486294024,0.008142434421678559,0.3106670699034676,0.01597898320521048,8.487589390438002,17.532616010223883,0.7272727272727273,1.0,1.0,11,0.9037870324362924,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
550,298.15,[C2MIm][OAc],pyridine,n-pentane,8,0.08989105157720834,0.12063030292638208,0.21708430755000002,0.30188424999999997,0.24959985348108105,0.8662563976784927,1.0,0.17608991401474247,0.07581788161628977,0.27002315971765806,0.17785764026917703,2.994770812808976,8.95245891922626,1.0,1.0,1.0,8,0.48905824217642746,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
860,293.15,[C4MMIm][NTf2],acetic acid,water,9,0.07702856140185187,0.09087533375824444,0.15810788749999996,0.18842403999999996,-0.026063178640306717,1.0129477669852018,0.9916666666666667,0.11969593422100162,0.09023979095025823,0.11027495415246727,0.06830876931572112,0.9568560688624357,5.611935547846104,1.0,1.0,1.0,9,0.6280465269388885,0.02,False,Failure,Expired,failed: normalized boundary error
662,298.15,[C4MIm][BF4],1-propanol,n-heptane,8,0.07762592270895834,0.09943837330105712,0.17163831100000007,0.25441335,-0.46399161607184247,1.209955212423932,1.0,0.12857111583058328,0.0862455151356026,0.0949059842323333,0.1666970442995041,5.501668949066697,11.801712634417786,1.0,1.0,1.0,8,0.815678594175719,0.02,False,Failure,Expired,failed: normalized boundary error
