system_id,T_K,component_1,component_2,component_3,n_tie_lines,mae_x,rmse_x,p95_abs_error,max_abs_error,curve_r2,nrmse_envelope,shape_spearman,mean_endpoint_error_E,mean_endpoint_error_R,hausdorff_E,hausdorff_R,median_tie_angle_deg,p90_tie_angle_deg,fraction_angle_le_15,fraction_angle_le_30,fraction_angle_le_45,n_angle_tie_lines,median_true_tie_length,composition_tolerance,experimental_uncertainty_available,category,category_cn,classification_reason
25,313.2,[AMIM][NTf2],toluene,n-heptane,12,0.028041490465069454,0.035234172148015025,0.06606164099999999,0.07318990000000003,0.9734066181279427,0.16307477386787111,1.0,0.04713233489651918,0.03293216659245241,0.03547767925532041,0.07300278796369135,0.9306526799482429,2.8591040580342626,1.0,1.0,1.0,12,0.6703003126917353,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
161,328.2,[C4MPy][B(CN)4],p-xylene,n-octane,15,0.024865592742888895,0.035735732380564204,0.08345443600000002,0.11987302999999994,0.9755605087401821,0.15633135085394081,1.0,0.023631416746308462,0.04857197073219045,0.04191548848594604,0.08363187180524903,2.9514925867416224,10.353346783784254,1.0,1.0,1.0,15,0.6130393952359134,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
784,298.15,"[N8,2,2,2][NTf2]",butan-1-ol,water,24,0.021772920898750003,0.03612091226550517,0.0822791475,0.10518309999999997,0.9010445175190666,0.31457190351481407,0.9995651228322288,0.05800405959766721,0.002055908244562679,0.05967229927445737,0.006208679927546993,5.571116951029412,8.269052651625845,1.0,1.0,1.0,24,0.5553543548310498,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
128,328.15,[C4MPy][N(CN)2],cumene,n-nonane,10,0.024928319536999994,0.039797211058660915,0.09876476000000001,0.11521369999999997,0.9401282048402728,0.24468713729930147,0.9999999999999999,0.021331419414053133,0.05127836715899688,0.030967096033867346,0.09835063985484899,3.052328431231518,7.775972881025173,1.0,1.0,1.0,10,0.7860279744016276,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
543,298.15,[C6iQuin][SCN],pyridine,n-heptane,11,0.026713962614060612,0.04034679985380796,0.08211715,0.10249241999999997,0.9484473632879568,0.22705205727331165,1.0,0.029054209523954797,0.048681159020614276,0.07123389953147886,0.08368417805004476,4.532630240781077,5.61689118779904,1.0,1.0,1.0,11,0.7102992327181552,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
220,298.15,[C4MIm][PF6],o-xylene,n-octane,9,0.029955801449425917,0.04039289303276746,0.08591733599999998,0.0938156,0.9290228784017001,0.26641531787474215,1.0,0.04192893272173667,0.04475594818940176,0.05834071744472432,0.093721656674735,3.9483944071829313,8.908578204097118,1.0,1.0,1.0,9,0.7687607430143659,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
790,323.2,[C2MIm][NTf2],ethanol,water,6,0.03487998586111111,0.04056619109126246,0.07024369999999996,0.07727380000000006,0.7327581606482245,0.5169543880767195,1.0,0.04350477473137606,0.05099003030950658,0.05714142074663179,0.06192224179005386,1.4819858987391372,4.670861540425635,1.0,1.0,1.0,6,0.3968684673038321,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
498,298.15,[C8MIm][NO3],thiophene,n-decane,9,0.025990643339074075,0.04193385691182943,0.12151160499999998,0.13943890000000003,0.8450850647201585,0.39359234657173087,1.0,0.03583342878867814,0.038268681688806344,0.13094950549922646,0.12397270668244888,1.0589780937405042,2.054492883424736,1.0,1.0,1.0,9,0.7992865568743165,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
614,298.15,[C6MIm][CF3SO3],cyclohexane,n-heptane,10,0.023564596363616675,0.045233700370971665,0.12034420279999998,0.1426573,0.9303941650203079,0.2638291776504109,0.9999999999999999,0.005069700776330878,0.06495082820345069,0.008819482458795965,0.08264317557170668,3.07465651516886,7.990956296421442,1.0,1.0,1.0,10,0.8631698554806573,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
344,303.15,[C4MPy][BF4],o-xylene,cyclohexane,17,0.03131401369000001,0.04592713696321906,0.11885716499999967,0.13642510000000008,0.9151451840096156,0.29129849980798805,0.9877450980392157,0.035267279685273156,0.055145508286450436,0.051229234105974054,0.07367494415069417,1.8508839414491878,7.869270660933742,1.0,1.0,1.0,17,0.743854367467181,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
785,298.15,"[N8,8,8,1][NTf2]",butan-1-ol,water,30,0.02792131564702222,0.04606232375574529,0.10748298699999997,0.14117762,0.8612266660069984,0.37252293082842786,0.9977728257428535,0.06947346694579144,0.007911966149824196,0.07176475014989528,0.008892979124031574,5.502836171103195,10.514847570718674,1.0,1.0,1.0,30,0.6076833822320904,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
826,298.15,[C2MIm][EtSO4],ethanol,tert-butylethyl ether,11,0.03763744236227272,0.046673975951689525,0.08823761000000005,0.10426881999999993,0.9351745330335186,0.25460845815974253,0.9954545454545455,0.06774425758133495,0.03516506108512825,0.08408110842396228,0.07345767294885139,3.8396673302096174,6.533806591190159,1.0,1.0,1.0,11,0.7097316394243671,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
409,333.2,[C2MIm][SCN],ethylbenzene,styrene,10,0.033767393315,0.0467131401949171,0.09872708850000003,0.10733227999999997,0.9228474296394382,0.2777635151717406,0.9999999999999999,0.02714349877087242,0.07173641427725011,0.042478205155852156,0.05652316677256859,4.888615713478824,5.979227145264764,1.0,1.0,1.0,10,0.6984252758320894,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
660,298.15,[C2MPy][NTf2],ethanol,n-hexane,6,0.03688929072722222,0.047849666078195706,0.09416138000000003,0.09850049999999999,0.8975283477159214,0.32011193711587604,1.0,0.05419928412030037,0.05041509987812145,0.08062383760328558,0.07605137833930685,2.3322256491698656,3.311914262489914,1.0,1.0,1.0,6,0.7628053752411512,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
191,298.15,[C8MIm][NO3],benzene,n-hexane,10,0.03519351992716667,0.04907911037131754,0.11377034250000002,0.14691490000000007,0.8854098856349508,0.3385116162926306,0.9999999999999999,0.04290268779659592,0.057265855346207664,0.045363544750165845,0.14611791961481116,5.028311840228744,16.798770256221104,0.8,1.0,1.0,10,0.5038671160548177,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
797,282.2,[C4MPyr][NTf2],2-propanol,water,7,0.036667250325,0.051419291712213815,0.11492048324999997,0.13869825999999996,0.7214727674845782,0.5277567929599977,0.9910312089651149,0.0753887780428414,0.02522260570212326,0.10959429884597591,0.03468094949137324,4.9977117685561865,7.497816312562421,1.0,1.0,1.0,7,0.4132396399185344,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
85,313.2,[C4MPy][BF4],toluene,n-heptane,13,0.03683292260123077,0.05271510418943713,0.11862272549999994,0.12970609999999994,0.9351018424195512,0.2547511679668002,1.0,0.03660304751394135,0.07184251418106219,0.06403129387848094,0.1243528551005175,3.79745987857466,7.524935787433709,1.0,1.0,1.0,13,0.7724926666318587,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
712,298.2,[C1MIm][DMP],methanol,n-heptane,9,0.030908673662370375,0.05296165555834006,0.1210878849999999,0.14596328000000003,0.8776642184956264,0.34976532347328776,1.0,0.08423376046504255,0.0028315996978413712,0.05416330747445531,0.014106252074599679,6.062133515499425,8.622729385154557,1.0,1.0,1.0,9,0.8827842318483039,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
735,323.2,[C6MIm][NTf2],1-propanol,water,9,0.034428762499999994,0.05348709547189009,0.083614578,0.23036655999999994,0.7733792731255349,0.4760469796926192,0.9769916229907623,0.074724877210047,0.019530088035101967,0.21233014712606124,0.03947198651920749,1.9314052366759868,9.876135841294017,0.8888888888888888,1.0,1.0,9,0.35357177489160524,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
364,298.15,[C2MIm][MeSO4],toluene,cyclohexane,8,0.03261910219154166,0.053497501253460436,0.11829994325,0.12532219,0.8138928034179034,0.43140143321748087,1.0,0.011575570607795335,0.0851263857672989,0.020105735324587436,0.12531464568140896,4.995542994320774,7.6528579710793005,1.0,1.0,1.0,8,0.7941353398998918,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
458,308.15,[N-C3CNMPyr][SCN],thiophene,n-heptane,14,0.0362896362662381,0.0538406760263434,0.11440033500000005,0.12735930000000006,0.9439422412598044,0.2367651974851785,1.0,0.025218240219123954,0.08073306093732877,0.06271503475285535,0.08842356018964398,4.916393650218241,12.726059454384243,1.0,1.0,1.0,14,0.5366107683341551,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
472,298.15,[C4MIm][CF3SO3],thiophene,n-heptane,12,0.038843320190833336,0.054133808621024924,0.10798231249999998,0.16284370000000004,0.9099109082866139,0.30014844946023983,1.0,0.0671703774565135,0.04480907024705403,0.08737238627141813,0.05723092914054432,2.0813058507015656,5.916447489478257,1.0,1.0,1.0,12,0.5511199512302798,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
792,303.2,[C2MIm][NTf2],ethanol,water,8,0.040436793766666666,0.05545172771568295,0.10586399,0.11379030000000001,0.7903339825920023,0.45789301961047385,1.0,0.09406100927055036,0.016690566936895804,0.10054185129204742,0.029960467456747065,5.353273411649984,13.355537042343398,0.875,1.0,1.0,8,0.46564412886351486,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
337,298.15,[C3MIm][NTf2],benzene,cyclooctane,12,0.043271284644027776,0.05601273476058697,0.09791258750000001,0.17071119999999995,0.920448084446096,0.28204949132005896,1.0,0.07234803849516307,0.04594869321017056,0.1480353313488199,0.04729971093534085,1.9602835891290553,3.7494482536295815,1.0,1.0,1.0,12,0.6482131623114264,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
137,328.15,[C4MIm][SCN],toluene,n-heptane,7,0.034497925992619055,0.05764352229245148,0.13831172349999998,0.15043849999999992,0.9253978395092415,0.27313396070565543,1.0,0.021544848042516333,0.08047346594873553,0.037891593880614374,0.11408077439841782,4.363118328975176,10.987053534248265,1.0,1.0,1.0,7,0.7825515878707295,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
37,313.2,[AMIM][NTf2],toluene,n-heptane,11,0.04292706411418182,0.05979944844658181,0.13454161000000003,0.1450433,0.904784980642226,0.3085693104600229,1.0,0.04358467024705301,0.08393830369437515,0.058533342129188114,0.09743433696189654,3.1482543071726496,13.929593414047833,0.9090909090909091,1.0,1.0,11,0.6845506847560668,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
500,298.15,[C2MIm][CH3SO3],thiophene,n-hexadecane,10,0.041382505313899996,0.06128137416849686,0.128700744,0.1666433,0.693754671882344,0.5533943694307487,0.9999999999999999,0.03284706458151593,0.08933480203770441,0.0858918131535987,0.16636183794461878,8.841722326555844,18.294004037317052,0.8,1.0,1.0,10,0.7012754012651916,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
323,298.15,[C4MIm][MeSO4],ethylbenzene,cyclohexene,11,0.03798339430566666,0.062433903828131763,0.13248817750000003,0.15340533999999995,0.876077254569207,0.3520266260253518,1.0,0.012444842216279534,0.10038927980179721,0.0418417594608758,0.11111698039932105,6.453836098618174,9.487483169339853,1.0,1.0,1.0,11,0.8066418040245621,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
752,323.15,[C10MIm][NTf2],1-butanol,water,6,0.03194968746666666,0.0632876742471906,0.1545038975,0.23586755000000004,0.7254231054639564,0.5240008535642319,0.8285714285714287,0.08368354977551296,0.002142430002159804,0.21239827994612293,0.0033116466395665418,5.751920844087039,13.695761009696014,0.8333333333333334,1.0,1.0,6,0.5042742690575625,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
526,298.15,[C8MIm][NTf2],thiophene,cyclohexane,9,0.04888481479999999,0.06403519146558143,0.12160636099999997,0.1378587,0.9235069832599615,0.27657370941584186,1.0,0.09691432602017291,0.03869004647471093,0.12235198418412312,0.07912541608187336,13.787137363615244,16.441872423613916,0.5555555555555556,1.0,1.0,9,0.2689553866350329,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
407,298.15,[AMIm][N(CN)2],ethylbenzene,styrene,13,0.0540030142474359,0.06671452088775316,0.12561849600000002,0.13523569999999996,0.834697932148889,0.4065735700351303,1.0,0.09527215346705951,0.05259063840402353,0.09947452806017175,0.1158322770844115,4.141326318196483,5.610692486764832,1.0,1.0,1.0,13,0.612003267965131,0.02,False,Qualitatively correct,Qualitatively correct but Out of given tolerance,"shape and tie-line orientation pass qualitative thresholds, but quantitative tolerance is exceeded"
