name,importance
Stereo None,2.8643525465473456e-18
Single Bond,2.662752708041381e-18
In Ring,2.5086361386232574e-18
Aromatic Bond,2.2167429188122296e-18
Bond Length,1.850280400755312e-18
Bond Order,1.7962293176038e-18
Conjugated,1.794287924706138e-18
Electronegativity Diff.,1.2763823366696565e-19
Double Bond,6.619656316093094e-20
Triple Bond,0.0
Stereo Any,0.0
Stereo Z,0.0
Stereo E,0.0
Stereo Cis,0.0
Stereo Trans,0.0
