encoding,best_epoch,elapsed_seconds,interpolation_mae,interpolation_rmse,interpolation_r2,interpolation_mae_extract,interpolation_mae_raffinate,interpolation_group_balanced_mae,extrapolation_mae,extrapolation_rmse,extrapolation_r2,extrapolation_mae_extract,extrapolation_mae_raffinate,extrapolation_group_balanced_mae
linear_quadratic,59,400.48527870000004,0.08705330588114353,0.14087560423746642,0.828824383411101,0.07537179032758144,0.0987348214347056,0.08835814789745249,0.08423197486830221,0.13765642149045876,0.8290203834033185,0.07106608465287383,0.09739786508373059,0.08297644159388119
inverse,60,405.3694814,0.08726040236876025,0.14156443121406773,0.8271463263612033,0.0783333344366451,0.09618747030087539,0.08790628377584685,0.08880938666512922,0.1432394142812169,0.8148701450324756,0.07984950235399157,0.09776927097626686,0.08656796726861136
