name,importance
Stereo None,2.864352960137652e-18
Single Bond,2.6627535352219936e-18
In Ring,2.5086365522135637e-18
Aromatic Bond,2.2167431256073827e-18
Bond Length,1.850280607550465e-18
Bond Order,1.796229524398953e-18
Conjugated,1.7942881315012912e-18
Electronegativity Diff.,1.2763831121514807e-19
Double Bond,6.619658254797654e-20
Triple Bond,0.0
Stereo Any,0.0
Stereo Cis,0.0
Stereo E,0.0
Stereo Z,0.0
Stereo Trans,0.0
