epoch,train_mse,val_mae,val_rmse,val_r2,val_mae_E,val_rmse_E,val_r2_E,val_mae_R,val_rmse_R,val_r2_R,test_mae,test_rmse,test_r2,test_mae_E,test_rmse_E,test_r2_E,test_mae_R,test_rmse_R,test_r2_R
105,0.00579818,0.05124153,0.09649487,0.91822451,0.04979560,0.08490170,0.92943570,0.05268745,0.10683736,0.90910449,0.04738651,0.07676166,0.94976633,0.04845086,0.07016963,0.94939134,0.04632216,0.08283072,0.95003204
106,0.00567105,0.05204836,0.09783809,0.91593202,0.04993383,0.08487492,0.92948022,0.05416289,0.10927411,0.90491090,0.04690386,0.07524130,0.95173651,0.04673134,0.06789641,0.95261727,0.04707637,0.08193037,0.95111242
107,0.00562263,0.05153508,0.09949880,0.91305384,0.04902075,0.08422046,0.93056355,0.05404941,0.11272505,0.89881013,0.04454833,0.07090515,0.95713906,0.04585955,0.06674225,0.95421448,0.04323710,0.07483685,0.95921132
108,0.00553565,0.05250948,0.09872736,0.91439685,0.05085291,0.08667200,0.92646233,0.05416606,0.10946300,0.90458188,0.04662884,0.07535246,0.95159380,0.04635499,0.06806229,0.95238546,0.04690270,0.08199702,0.95103285
109,0.00563558,0.05171990,0.09851163,0.91477054,0.04973595,0.08483840,0.92954089,0.05370384,0.11050578,0.90275525,0.04511348,0.07192729,0.95589443,0.04587806,0.06701237,0.95384313,0.04434889,0.07652720,0.95734791
110,0.00546562,0.05375640,0.10065316,0.91102468,0.05004873,0.08604955,0.92751478,0.05746408,0.11339132,0.89761041,0.04747121,0.07649663,0.95011262,0.04724012,0.06921520,0.95075872,0.04770230,0.08314280,0.94965482
111,0.00547288,0.05210035,0.09821176,0.91528863,0.04957521,0.08365358,0.93149516,0.05462548,0.11087461,0.90210503,0.04567048,0.07330030,0.95419451,0.04709627,0.06912156,0.95089186,0.04424469,0.07725333,0.95653466
112,0.00546006,0.05196982,0.09972619,0.91265599,0.04989915,0.08633273,0.92703692,0.05404049,0.11152257,0.90095747,0.04551492,0.07306887,0.95448329,0.04781152,0.07044548,0.94899266,0.04321832,0.07560128,0.95837379
113,0.00545190,0.04966454,0.09411427,0.92220967,0.04824190,0.08267130,0.93309451,0.05108717,0.10430938,0.91335512,0.04616751,0.07624840,0.95043586,0.04894560,0.07298962,0.94524187,0.04338943,0.07937350,0.95411616
114,0.00524242,0.05088405,0.09586198,0.91929369,0.04774992,0.08075343,0.93616275,0.05401818,0.10889409,0.90557113,0.04535086,0.07335203,0.95412983,0.04549919,0.06661310,0.95439150,0.04520254,0.07952191,0.95394442
115,0.00524615,0.05172235,0.09792452,0.91578342,0.04848748,0.08218391,0.93388106,0.05495721,0.11146402,0.90106145,0.04612907,0.07438056,0.95283444,0.04692431,0.06983322,0.94987543,0.04533382,0.07866547,0.95493110
116,0.00530309,0.05081846,0.09613688,0.91883015,0.04794469,0.08220670,0.93384440,0.05369222,0.10828970,0.90661643,0.04660426,0.07567815,0.95117445,0.04800988,0.07072016,0.94859411,0.04519865,0.08033072,0.95300280
117,0.00528089,0.05088842,0.09978025,0.91256127,0.04770440,0.08186827,0.93438797,0.05407245,0.11493381,0.89480580,0.04330971,0.06869912,0.95976458,0.04536946,0.06615140,0.95502155,0.04124997,0.07115568,0.96312535
118,0.00519326,0.05196782,0.09691134,0.91751710,0.04887086,0.08183482,0.93444158,0.05506477,0.10993943,0.90374948,0.04593418,0.07442521,0.95277780,0.04576784,0.06751462,0.95314864,0.04610053,0.08074651,0.95251502
119,0.00515987,0.04958118,0.09417088,0.92211605,0.04665267,0.07904018,0.93884274,0.05250969,0.10718657,0.90850931,0.04392782,0.07128145,0.95668292,0.04402401,0.06455968,0.95716003,0.04383163,0.07742182,0.95634485
120,0.00510023,0.05269292,0.09862147,0.91458038,0.04789603,0.08075700,0.93615711,0.05748980,0.11371321,0.89702827,0.04600300,0.07344773,0.95401006,0.04476993,0.06582027,0.95547071,0.04723606,0.08035440,0.95297509
121,0.00504694,0.05068087,0.09611670,0.91886422,0.04914971,0.08150887,0.93496278,0.05221202,0.10878025,0.90576846,0.04342908,0.07003371,0.95818613,0.04496267,0.06544766,0.95597345,0.04189550,0.07433737,0.95975397
122,0.00497500,0.04917345,0.09322251,0.92367684,0.04588740,0.07723650,0.94160208,0.05245949,0.10684287,0.90909512,0.04478130,0.07271681,0.95492084,0.04613512,0.06776622,0.95279880,0.04342748,0.07735121,0.95642445
123,0.00493035,0.05090330,0.09630036,0.91855385,0.04674556,0.07899282,0.93891600,0.05506105,0.11093986,0.90198977,0.04495881,0.07219510,0.95556537,0.04381275,0.06427154,0.95754158,0.04610486,0.07933117,0.95416509
124,0.00488896,0.05025799,0.09494917,0.92082336,0.04793796,0.08066967,0.93629511,0.05257802,0.10734568,0.90823748,0.04466402,0.07254892,0.95512876,0.04646876,0.06887066,0.95124772,0.04285927,0.07604948,0.95787875
125,0.00479215,0.04933087,0.09648687,0.91823807,0.04626884,0.07818858,0.94015349,0.05239291,0.11183013,0.90041044,0.04174726,0.06652448,0.96227154,0.04382629,0.06465312,0.95703593,0.03966823,0.06834461,0.96598134
126,0.00472253,0.05228377,0.09866842,0.91449903,0.04999849,0.08235617,0.93360361,0.05456906,0.11264270,0.89895793,0.04361059,0.06918576,0.95919254,0.04583741,0.06663584,0.95436037,0.04138377,0.07164499,0.96261647
127,0.00485313,0.04839165,0.09348842,0.92324082,0.04521650,0.07613061,0.94326242,0.05156679,0.10809394,0.90695376,0.04269772,0.06854313,0.95994710,0.04431499,0.06530926,0.95615946,0.04108045,0.07163115,0.96263091
128,0.00464229,0.05033276,0.09501561,0.92071253,0.04759073,0.07839502,0.93983704,0.05307479,0.10913364,0.90515522,0.04400943,0.07107086,0.95693849,0.04378505,0.06434282,0.95744735,0.04423380,0.07721488,0.95657792
129,0.00465720,0.04962324,0.09562727,0.91968841,0.04588939,0.07706547,0.94186042,0.05335709,0.11113084,0.90165205,0.04289702,0.06828948,0.96024299,0.04432529,0.06479592,0.95684593,0.04146874,0.07161281,0.96265005
130,0.00463632,0.04868524,0.09301646,0.92401388,0.04621773,0.07686088,0.94216871,0.05115274,0.10675452,0.90924538,0.04189106,0.06699068,0.96174089,0.04382846,0.06414394,0.95771000,0.03995365,0.06972129,0.96459705
131,0.00459987,0.04877090,0.09386562,0.92262016,0.04541449,0.07586313,0.94366040,0.05212730,0.10893253,0.90550446,0.04236968,0.06741411,0.96125571,0.04418784,0.06527162,0.95620997,0.04055152,0.06949057,0.96483097
132,0.00457547,0.04839331,0.09326389,0.92360908,0.04531326,0.07615120,0.94323172,0.05147336,0.10769076,0.90764656,0.04343321,0.06983290,0.95842557,0.04600365,0.06873442,0.95144042,0.04086277,0.07091437,0.96337504
133,0.00457091,0.04787996,0.09213905,0.92544065,0.04487793,0.07487116,0.94512414,0.05088199,0.10664669,0.90942863,0.04255279,0.06794905,0.96063839,0.04477129,0.06559601,0.95577362,0.04033430,0.07022329,0.96408541
134,0.00447574,0.04896659,0.09317494,0.92375473,0.04610414,0.07603080,0.94341109,0.05182905,0.10762181,0.90776478,0.04229132,0.06717770,0.96152698,0.04330082,0.06348282,0.95857726,0.04128183,0.07067968,0.96361705
135,0.00445070,0.04749980,0.09078280,0.92761946,0.04479102,0.07420934,0.94608999,0.05020859,0.10476644,0.91259415,0.04307974,0.07008305,0.95812719,0.04473236,0.06681991,0.95410787,0.04142711,0.07320086,0.96097516
136,0.00450108,0.04831285,0.09308773,0.92389738,0.04513678,0.07502695,0.94489554,0.05148892,0.10817398,0.90681591,0.04217021,0.06738546,0.96128864,0.04317195,0.06374710,0.95823165,0.04116848,0.07083719,0.96345472
137,0.00436040,0.04779339,0.09271015,0.92451350,0.04521029,0.07488974,0.94509690,0.05037649,0.10761910,0.90776944,0.04146021,0.06638332,0.96243148,0.04331962,0.06392065,0.95800392,0.03960079,0.06875785,0.96556871
138,0.00429277,0.04747723,0.09053708,0.92801074,0.04454390,0.07328389,0.94742622,0.05041055,0.10499238,0.91221674,0.04197057,0.06724529,0.96144951,0.04241113,0.06211358,0.96034485,0.04153002,0.07201223,0.96223224
139,0.00442314,0.04782326,0.09210176,0.92550098,0.04520967,0.07402461,0.94635806,0.05043685,0.10717194,0.90853427,0.04140561,0.06620197,0.96263646,0.04256808,0.06269956,0.95959310,0.04024315,0.06952818,0.96479289
140,0.00420736,0.04831721,0.09250875,0.92484112,0.04496226,0.07387383,0.94657636,0.05167216,0.10797404,0.90716006,0.04280054,0.06811210,0.96044926,0.04536220,0.06765597,0.95295227,0.04023887,0.06856520,0.96576139
141,0.00427770,0.04761415,0.09318147,0.92374404,0.04522952,0.07522214,0.94460843,0.04999878,0.10819982,0.90677138,0.04019305,0.06457493,0.96445045,0.04156895,0.06165423,0.96092920,0.03881715,0.06736913,0.96694550
142,0.00423127,0.04870414,0.09293910,0.92414021,0.04510679,0.07396299,0.94644733,0.05230148,0.10865003,0.90599394,0.04257972,0.06809787,0.96046578,0.04496961,0.06580621,0.95548973,0.04018983,0.07031489,0.96399165
143,0.00406924,0.04805779,0.09432603,0.92185920,0.04519946,0.07423349,0.94605490,0.05091612,0.11083407,0.90217661,0.04130105,0.06708051,0.96163822,0.04362663,0.06579838,0.95550033,0.03897548,0.06833859,0.96598734
144,0.00413594,0.04727705,0.09083317,0.92753912,0.04306115,0.07091398,0.95077158,0.05149294,0.10710993,0.90864010,0.04269223,0.06835625,0.96016521,0.04422743,0.06486135,0.95675873,0.04115704,0.07168095,0.96257893
145,0.00417757,0.04606644,0.08964765,0.92941824,0.04284517,0.07042913,0.95144245,0.04928772,0.10541888,0.91150211,0.04129565,0.06499660,0.96398467,0.04395688,0.06386812,0.95807291,0.03863442,0.06610582,0.96817356
146,0.00396300,0.04732811,0.09168914,0.92616700,0.04342262,0.07104293,0.95059238,0.05123360,0.10847442,0.90629757,0.04125014,0.06507521,0.96389750,0.04324022,0.06336824,0.95872665,0.03926006,0.06673853,0.96756141
147,0.00404852,0.04675352,0.08893939,0.93052909,0.04258341,0.06939809,0.95285374,0.05092362,0.10490155,0.91236855,0.04228940,0.06824910,0.96029000,0.04307453,0.06288136,0.95935845,0.04150427,0.07322440,0.96095006
148,0.00402911,0.04874998,0.09337192,0.92343200,0.04511193,0.07446786,0.94571373,0.05238804,0.10904664,0.90530638,0.04177667,0.06712882,0.96158294,0.04322524,0.06436488,0.95741817,0.04032809,0.06978337,0.96453397
149,0.00408328,0.04612879,0.08866143,0.93096265,0.04350339,0.07045248,0.95141023,0.04875420,0.10372148,0.91432905,0.04042366,0.06441640,0.96462480,0.04261318,0.06246566,0.95989402,0.03823413,0.06630977,0.96797688
150,0.00387045,0.04755655,0.09261231,0.92467274,0.04324677,0.07133578,0.95018421,0.05186634,0.10984210,0.90391981,0.04136865,0.06600514,0.96285832,0.04350332,0.06453267,0.95719586,0.03923398,0.06744546,0.96687056
151,0.00392783,0.04778389,0.09384007,0.92266228,0.04328765,0.07136120,0.95014870,0.05228013,0.11189056,0.90030278,0.04015165,0.06351658,0.96560619,0.04210810,0.06249633,0.95985463,0.03819519,0.06452069,0.96968157
152,0.00392129,0.04797411,0.09317170,0.92376003,0.04336233,0.07127140,0.95027408,0.05258590,0.11082562,0.90219152,0.04063149,0.06473780,0.96427091,0.04229798,0.06263129,0.95968106,0.03896501,0.06677789,0.96752314
153,0.00387350,0.04723397,0.09177209,0.92603334,0.04431730,0.07170169,0.94967185,0.05015065,0.10818088,0.90680402,0.04060164,0.06497552,0.96400803,0.04370380,0.06553139,0.95586073,0.03749948,0.06441486,0.96978095
154,0.00387014,0.04848786,0.09601277,0.91903958,0.04409885,0.07209423,0.94911928,0.05287687,0.11506228,0.89457052,0.04084383,0.06534908,0.96359298,0.04324162,0.06439998,0.95737170,0.03844604,0.06628460,0.96800119
155,0.00381661,0.04850287,0.09453492,0.92151273,0.04400336,0.07249357,0.94855405,0.05300238,0.11233158,0.89951531,0.04204341,0.06672847,0.96203980,0.04380852,0.06448838,0.95725460,0.04027829,0.06889576,0.96543045
156,0.00371955,0.04719380,0.09176800,0.92603994,0.04356323,0.06986358,0.95221915,0.05082438,0.10937007,0.90474383,0.04063394,0.06401667,0.96506246,0.04390439,0.06496967,0.95661418,0.03736349,0.06304927,0.97104865
157,0.00368079,0.04646635,0.09018434,0.92857061,0.04300203,0.06975308,0.95237018,0.04993067,0.10677518,0.90921026,0.04032146,0.06458279,0.96444180,0.04223057,0.06282778,0.95942768,0.03841236,0.06629136,0.96799465
158,0.00364792,0.04758511,0.09394756,0.92248500,0.04301039,0.07004515,0.95197047,0.05215983,0.11289804,0.89849932,0.04047296,0.06392946,0.96515759,0.04283577,0.06280537,0.95945661,0.03811014,0.06503412,0.96919713
159,0.00362826,0.04729162,0.09133846,0.92673070,0.04369094,0.07177765,0.94956516,0.05089231,0.10739365,0.90815545,0.04205584,0.06735750,0.96132075,0.04441210,0.06675831,0.95419245,0.03969958,0.06795141,0.96637165
160,0.00368055,0.04575658,0.08945711,0.92971795,0.04124420,0.06692443,0.95615485,0.05026895,0.10736047,0.90821220,0.03947096,0.06247208,0.96672807,0.04120850,0.06035697,0.96255608,0.03773343,0.06451788,0.96968421
161,0.00366782,0.04837492,0.09197189,0.92571094,0.04347715,0.07031563,0.95159882,0.05327269,0.10942288,0.90465181,0.04288968,0.06817998,0.96037039,0.04381490,0.06471372,0.95695535,0.04196446,0.07147834,0.96279018
162,0.00358669,0.04718872,0.09078081,0.92762263,0.04226845,0.06838561,0.95421937,0.05210900,0.10865412,0.90598686,0.04085555,0.06511425,0.96385417,0.04282533,0.06341771,0.95866219,0.03888577,0.06676771,0.96753304
163,0.00360181,0.04595473,0.08953549,0.92959474,0.04190906,0.06770667,0.95512389,0.05000040,0.10700006,0.90882743,0.04015889,0.06408125,0.96499194,0.04334784,0.06425234,0.95756694,0.03696995,0.06390970,0.97025307
164,0.00360851,0.04609470,0.08967323,0.92937795,0.04222764,0.06770254,0.95512937,0.04996176,0.10723312,0.90842982,0.04030092,0.06414751,0.96491951,0.04208289,0.06254259,0.95979517,0.03851896,0.06571324,0.96855045
165,0.00358048,0.04640751,0.09216123,0.92540473,0.04252709,0.06894050,0.95347342,0.05028793,0.11061009,0.90257157,0.04057502,0.06472143,0.96428898,0.04441380,0.06690361,0.95399282,0.03673623,0.06246305,0.97158451
166,0.00354102,0.04723726,0.09218848,0.92536063,0.04311050,0.07026202,0.95167259,0.05136401,0.10982112,0.90395651,0.04012482,0.06310137,0.96605439,0.04251531,0.06259012,0.95973405,0.03773433,0.06360851,0.97053278
167,0.00350972,0.04638880,0.09095494,0.92734470,0.04270595,0.06867575,0.95383008,0.05007164,0.10876233,0.90579952,0.04067221,0.06514795,0.96381675,0.04430646,0.06678212,0.95415977,0.03703796,0.06347172,0.97065939
168,0.00343237,0.04357737,0.08552300,0.93576369,0.04085297,0.06497367,0.95867366,0.04630177,0.10201368,0.91712701,0.04059568,0.06494614,0.96404057,0.04383815,0.06547702,0.95593393,0.03735322,0.06441089,0.96978468
169,0.00339684,0.04479563,0.08741894,0.93288405,0.04152042,0.06637420,0.95687284,0.04807083,0.10430056,0.91336978,0.03993828,0.06336620,0.96576885,0.04338996,0.06428640,0.95752194,0.03648660,0.06243244,0.97161236
170,0.00342984,0.04625991,0.09002795,0.92881813,0.04156819,0.06676808,0.95635947,0.05095163,0.10840704,0.90641395,0.03987208,0.06295281,0.96621403,0.04149691,0.06117388,0.96153564,0.03824725,0.06468283,0.96952900
171,0.00333023,0.04755541,0.09207424,0.92554549,0.04243228,0.06906217,0.95330905,0.05267855,0.11038908,0.90296054,0.04061616,0.06463894,0.96437995,0.04204174,0.06195378,0.96054862,0.03919058,0.06721691,0.96709470
172,0.00337498,0.04599269,0.09092535,0.92739196,0.04125829,0.06669658,0.95645289,0.05072708,0.10993819,0.90375164,0.03923051,0.06232264,0.96688706,0.04088664,0.06037966,0.96252792,0.03757439,0.06420684,0.96997581
173,0.00337257,0.04452265,0.08629293,0.93460189,0.04119104,0.06469925,0.95902201,0.04785427,0.10347438,0.91473675,0.04017348,0.06341979,0.96571093,0.04275876,0.06272827,0.95955609,0.03758819,0.06410385,0.97007206
174,0.00336700,0.04500258,0.08633379,0.93453995,0.04113066,0.06456978,0.95918584,0.04887451,0.10362331,0.91449115,0.03894300,0.06172693,0.96751705,0.04030902,0.05895114,0.96428005,0.03757698,0.06438316,0.96981069
175,0.00336595,0.04575519,0.09034063,0.92832282,0.04239811,0.06731540,0.95564107,0.04911228,0.10858865,0.90610012,0.04000490,0.06417669,0.96488759,0.04271590,0.06473430,0.95692797,0.03729390,0.06361419,0.97052752
176,0.00323768,0.04483471,0.08747128,0.93280365,0.04021537,0.06468953,0.95903432,0.04945406,0.10544057,0.91146568,0.03989175,0.06368068,0.96542824,0.04155867,0.06130334,0.96137267,0.03822483,0.06597241,0.96830189
177,0.00328990,0.04502497,0.08790500,0.93213563,0.04066312,0.06486950,0.95880606,0.04938682,0.10604963,0.91043992,0.03980685,0.06280228,0.96637542,0.04282030,0.06289529,0.95934044,0.03679340,0.06270913,0.97136018
178,0.00321888,0.04553094,0.08894701,0.93051719,0.04138099,0.06641238,0.95682322,0.04968089,0.10682947,0.90911790,0.03805480,0.06080689,0.96847815,0.03977112,0.05913589,0.96405580,0.03633849,0.06243318,0.97161169
179,0.00324241,0.04462505,0.08805830,0.93189871,0.03985033,0.06400792,0.95989305,0.04939978,0.10682469,0.90912604,0.03872264,0.06145462,0.96780302,0.04001014,0.05896767,0.96426001,0.03743514,0.06384477,0.97031348
180,0.00320350,0.04683157,0.08935477,0.92987867,0.04136206,0.06600074,0.95735679,0.05230108,0.10776108,0.90752591,0.04111952,0.06570706,0.96319302,0.04177167,0.06242262,0.95994926,0.04046738,0.06883495,0.96549145
181,0.00318474,0.04434841,0.08688445,0.93370225,0.04118211,0.06610985,0.95721568,0.04751470,0.10357269,0.91457467,0.03848967,0.06138600,0.96787487,0.04078884,0.06012210,0.96284692,0.03619050,0.06262440,0.97143753
182,0.00310907,0.04437185,0.08630661,0.93458117,0.04070002,0.06415172,0.95971264,0.04804367,0.10383746,0.91413736,0.04006568,0.06345410,0.96567382,0.04301997,0.06338965,0.95869875,0.03711139,0.06351849,0.97061613
183,0.00315417,0.04496797,0.08818214,0.93170704,0.04046223,0.06542181,0.95810161,0.04947370,0.10617045,0.91023573,0.04021150,0.06429601,0.96475690,0.04143062,0.06203763,0.96044177,0.03899238,0.06647770,0.96781447
184,0.00309729,0.04405759,0.08675253,0.93390342,0.04049298,0.06446871,0.95931352,0.04762221,0.10438290,0.91323294,0.04113135,0.06619300,0.96264659,0.04416834,0.06644169,0.95462592,0.03809437,0.06594337,0.96832979
185,0.00317328,0.04399270,0.08741960,0.93288302,0.03974892,0.06447277,0.95930838,0.04823648,0.10548761,0.91138667,0.03935835,0.06302419,0.96613738,0.04110329,0.06126999,0.96141468,0.03761341,0.06473086,0.96948373
186,0.00315394,0.04317992,0.08590978,0.93518136,0.03949670,0.06319319,0.96090755,0.04686314,0.10376705,0.91425375,0.03901116,0.06242188,0.96678152,0.04241274,0.06381754,0.95813929,0.03560958,0.06099429,0.97290514
187,0.00306920,0.04449595,0.08779618,0.93230354,0.04036642,0.06496329,0.95868685,0.04862547,0.10581168,0.91084138,0.03926772,0.06232514,0.96688440,0.04108980,0.06078290,0.96202574,0.03744563,0.06383013,0.97032709
188,0.00309670,0.04484741,0.08679703,0.93383559,0.04057509,0.06481526,0.95887492,0.04911974,0.10424217,0.91346674,0.04086461,0.06498626,0.96399612,0.04210806,0.06226934,0.96014572,0.03962116,0.06759407,0.96672440
189,0.00305408,0.04383194,0.08593808,0.93513865,0.04000891,0.06340282,0.96064777,0.04765498,0.10368602,0.91438763,0.03887292,0.06146418,0.96779300,0.04078410,0.05961538,0.96347055,0.03696174,0.06325896,0.97085576
190,0.00299018,0.04556046,0.08840031,0.93136870,0.04068513,0.06594531,0.95742839,0.05043579,0.10620944,0.91016980,0.04086103,0.06585249,0.96302991,0.04180464,0.06251115,0.95983559,0.03991742,0.06903228,0.96529331
191,0.00297510,0.04283352,0.08478227,0.93687160,0.03955904,0.06303203,0.96110669,0.04610800,0.10199525,0.91715696,0.03868642,0.06176225,0.96747986,0.04089445,0.06061495,0.96223531,0.03647840,0.06288864,0.97119599
192,0.00302054,0.04460014,0.08707118,0.93341698,0.04043869,0.06443256,0.95935913,0.04876159,0.10493438,0.91231370,0.04072266,0.06481215,0.96418880,0.04321634,0.06517508,0.95633941,0.03822898,0.06444717,0.96975063
193,0.00295695,0.04528279,0.08855314,0.93113118,0.04030874,0.06539219,0.95813954,0.05025684,0.10680440,0.90916056,0.03979766,0.06375209,0.96535066,0.04103513,0.06086779,0.96191960,0.03856019,0.06651143,0.96778180
194,0.00294753,0.04340985,0.08572409,0.93546126,0.03964290,0.06317826,0.96092603,0.04717681,0.10346858,0.91474632,0.03897557,0.06195633,0.96727517,0.04050344,0.06050136,0.96237671,0.03744770,0.06337790,0.97074606
195,0.00297070,0.04284221,0.08554852,0.93572535,0.03925547,0.06307246,0.96105679,0.04642895,0.10324226,0.91511886,0.03760924,0.05990338,0.96940794,0.03944344,0.05842428,0.96491567,0.03577504,0.06134683,0.97259102
196,0.00289192,0.04440984,0.08805820,0.93189888,0.03995160,0.06462778,0.95911249,0.04886808,0.10645066,0.90976129,0.03905587,0.06277754,0.96640190,0.03988987,0.05980822,0.96323385,0.03822186,0.06561262,0.96864669
197,0.00295928,0.04355389,0.08735544,0.93298151,0.04030635,0.06482743,0.95885947,0.04680143,0.10516345,0.91193044,0.03823132,0.06110013,0.96817339,0.04160906,0.06227009,0.96014476,0.03485358,0.05990732,0.97386223
198,0.00288079,0.04289650,0.08475997,0.93690480,0.03936522,0.06221781,0.96210502,0.04642778,0.10245707,0.91640506,0.03840652,0.06105739,0.96821790,0.04087201,0.06054187,0.96232631,0.03594103,0.06156860,0.97239249
199,0.00290695,0.04308312,0.08529725,0.93610237,0.03956325,0.06340190,0.96064891,0.04660299,0.10262281,0.91613438,0.03913565,0.06229557,0.96691581,0.04204340,0.06254767,0.95978865,0.03622790,0.06204245,0.97196590
200,0.00284043,0.04279661,0.08561709,0.93562227,0.03927348,0.06337799,0.96067859,0.04631974,0.10316881,0.91523959,0.03865261,0.06190733,0.96732690,0.04000099,0.06013874,0.96282635,0.03730424,0.06362678,0.97051585
