LLE system NO.,Model,Component 1,Component 1 SMILES,Component 2,Component 2 SMILES,Component 3,Component 3 SMILES,T/K,P/kPa,Ex1,Ex2,Ex3,Rx1,Rx2,Rx3
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9982,0.0018,0.0,0.0316,0.561,0.4074
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9982,0.0018,0.0,0.0323,0.5692,0.3985
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9982,0.0018,0.0,0.033,0.5772,0.3898
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9981,0.0018,0.0,0.0337,0.5852,0.3811
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9981,0.0019,0.0,0.0344,0.593,0.3726
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9981,0.0019,0.0,0.0351,0.6008,0.3642
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9981,0.0019,0.0,0.0358,0.6084,0.3559
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.998,0.0019,0.0,0.0364,0.6159,0.3477
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.998,0.002,0.0,0.0371,0.6233,0.3396
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.998,0.002,0.0,0.0379,0.6306,0.3316
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.998,0.002,0.0,0.0386,0.6378,0.3237
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.998,0.002,0.0,0.0393,0.6449,0.3159
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9979,0.002,0.0,0.04,0.6518,0.3082
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9979,0.0021,0.0,0.0407,0.6587,0.3006
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9979,0.0021,0.0,0.0414,0.6655,0.2931
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9979,0.0021,0.0,0.0421,0.6722,0.2857
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9979,0.0021,0.0,0.0428,0.6788,0.2784
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9978,0.0021,0.0,0.0435,0.6853,0.2712
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9978,0.0022,0.0,0.0442,0.6918,0.264
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9978,0.0022,0.0,0.0449,0.6981,0.257
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9978,0.0022,0.0,0.0456,0.7043,0.25
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9978,0.0022,0.0,0.0464,0.7105,0.2431
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9977,0.0022,0.0,0.0471,0.7166,0.2363
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9977,0.0023,0.0,0.0478,0.7226,0.2296
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9977,0.0023,0.0,0.0485,0.7285,0.223
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9977,0.0023,0.0,0.0492,0.7343,0.2165
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9977,0.0023,0.0,0.0499,0.7401,0.21
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9977,0.0023,0.0,0.0507,0.7457,0.2036
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9976,0.0024,0.0,0.0514,0.7513,0.1973
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9976,0.0024,0.0,0.0521,0.7569,0.1911
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9976,0.0024,0.0,0.0528,0.7623,0.1849
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9976,0.0024,0.0,0.0535,0.7677,0.1788
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9976,0.0024,0.0,0.0542,0.773,0.1728
1,UNIFAC,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.9976,0.0024,0.0,0.0549,0.7782,0.1668
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2222945,0.3744911,0.4032144,0.9958653,0.0040989,3.582e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2301309,0.3789005,0.3909686,0.9957829,0.0041815,3.554e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2327817,0.3803128,0.3869054,0.9957558,0.0042088,3.545e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2341015,0.3810134,0.3848851,0.995742,0.0042226,3.54e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2349001,0.3814281,0.3836718,0.9957339,0.0042307,3.537e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2354326,0.3817034,0.382864,0.9957285,0.0042362,3.535e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2358129,0.3818995,0.3822876,0.9957246,0.0042401,3.534e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2929783,0.4039918,0.3030299,0.9951894,0.0047773,3.33e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2074987,0.3653057,0.4271955,0.9960259,0.0039377,3.635e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.1268089,0.2901879,0.5830032,0.99707,0.0028907,3.93e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.056958,0.1705308,0.7725112,0.9983603,0.0015976,4.204e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.0065666,0.0,0.9934334,0.9999555,0.0,4.448e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.0334784,0.1073267,0.859195,0.9989695,0.0009874,4.308e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.0552784,0.1665731,0.7781485,0.9983994,0.0015585,4.211e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.0854492,0.2284032,0.6861477,0.9977672,0.0021919,4.088e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.1271649,0.2906298,0.5822053,0.9970647,0.002896,3.928e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.1850073,0.3489383,0.4660544,0.9962863,0.0036766,3.716e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.2656224,0.395163,0.3392146,0.9954345,0.0045312,3.428e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.3784479,0.4143031,0.207249,0.9945279,0.005442,3.019e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.5345069,0.3810361,0.084457,0.9935667,0.0064098,2.359e-05
1,COSMO-RS,Water,O,Diethoxymethane,CCOCOCC,p-Xylene,Cc1ccc(C)cc1,303.15,101.325,0.7333208,0.2666792,0.0,0.9920169,0.0079831,0.0
